number,comment,label
255,"Встав утром, Кет увидела красное пятно на шее: - Засос - сказала она вспомнив, как вчера       Штирлиц ударил её за то, что она передала SOS открытым текстом.
",1
7026,,0
5713,,0
3324,"Как так получается, что президента мы выбираем из двух кандидатов, а
мисс Россию - из пятидесяти?


",1
7714,"[id63718992|Ольга], да",0
1581,"Тупосюжетный художественный фильм.


",1
924,"Из объяснительной записки: """"Он назвал меня тем, чем мой папа меня делал"""".

",1
2779,"Не всякое окрыленное - летает, не всякое пресмыкающееся - пресмыкается.


",1
7891,,0
6132,"[id236001235|Дамир], эта клетка уже выбита, попробуйте ещё раз",0
5320,НЧИ КФУ 29:21 КНиН,0
7312,Поздравляю!,0
7102,Соловьев 22фпл2,0
6042,,0
3775,"Почему, когда в Новосибирске выключают зимой отопление, пострадавшие
говорят, что виновата богатая Москва, а когда в Москве забивают сваю в
вагон метро, пострадавшие не говорят, что виноват еще более богатый
Нефтеюганск?


",1
4835,"Сообщение ТАСС: ""Борис Николаевич принял сегодня в кремле"".

",1
4964,"Одно слово: Webанутые...


",1
539,"Хороший специалист знает ответы на тысячу вопросов,
а отличный - тысячу вопросов без ответов.


",1
7483,,0
2745,"Когда мы нарушаем закон - нас штрафуют, когда мы поступаем правильно - с нас берут налоги.

",1
3719,"Найнижчі ціни не у дилера, а у сторожа.

",1
6819,"ого, режиссеры - бегом!",0
9337,,0
4468,"""nikita800"" Хм, вообще интересно чистить мышку при работающем компьютере - получил почту, два раза забанил кого-то, скачал обновления виндовс и написал одно сообщение на форуме с текстом ""ыыыыыы"" :))

",1
667,"Естественный отбор - это изъятие денег у мужа после получки.

",1
7575,🙂🙂,0
8549,Классно,0
5063,"[id52197178|Миша], спасибо за этот комментарий. Я думала, это мужчина.",0
1353,"С бедных по нитке – олигарху  тюбетейка.


",1
7114,Студенчиский,0
9773,"[id161839429|Влад], машина",0
8662,,0
2703,"... в 20 лет Дракула был молодой, неопытный, и поэтому некоторые несознательные жертвы давали ему сосать совсем не то, что полагалось сосать порядочному вампиру...
",1
3330,"""Мышонак"" кент анкету на работу заполнил""Мышонак"" ВЛАДЕНИЕ КОМПЬЮТЕРОМ Укажите программы, которыми владеете ""Мышонак"" ответ: Лицензионных прав на владение программным обеспечением не имею

",1
8053,,0
3584,"Правописание русского языка:
Пишите раздельно
Во что бы то ни встало...


",1
9441,Машинка то подбитая😉,0
5645,В чёрном плаще с кровавым подбоем..😆,0
3376,"Видимо гаишники действительно больные люди, раз первое, что они требуют,
когда вас останавливают, это аптечка.


",1
1256,"Предложение - ввести в общественном транспорте места для инвалидов, пассажиров с детьми и футболистов киевского ""Динамо"".

",1
6190,,0
5348,,0
4175,"По свидетельствам очевидцев, Вселенная образовалась в результате
Большого Взрыва, устроенного террористами.


",1
4910,"""Lauri1"" политическо-общественные-российско-национальные-отношения - сокращённо  Порно

",1
1852,"О секретах успеха увереннее рассуждают неудачники.


",1
6316,Работа Доход Прогул Банкомат Труд,0
9854,Лучшие👏👏,0
2105,"Балетная труппа ""Майя Плисец-Какая""


",1
133,"""Особи птиц"" - сказал премьера зиц.


",1
5029,"[id604547349|Ангелина], вы можете попробовать еще раз через 4 минуты 4 секунды ⏳",0
928,"«Не мне ты первому дала, не первым я тебя покинул».


",1
823,"Тарифный план ""Пассивный"": вам платят не за разговоры!


",1
7576,,0
1531,"Для женщин выражение "" на текущей неделе "" имеет иное значение...


",1
1214,"Сериал - ""Агент безопасной национальности"".


",1
504,"Многие через всю жизнь проносят чашу наполненную любовью к людям,
так и не расплескав ни одной капли.


",1
6530,надо было бличеры то показать во всей красе),0
3072,"Из школьного сочинения:В этом кровавом сражении с обеих сторон полегло 80000 человек и 49 генералов.
",1
9086,ФИФиП💟,0
8647,,0
6619,,0
9273,,0
3709,"Отряд по борьбе с наркотиками уничтожили два гектара конопли, а потом назвали себя звездным десантом и отправились в космос воевать с покимонами.
",1
4849,"Любовь словно снег, тает, оставляя грязь


",1
4748,"Не позавидуешь людям, которым никто ни в чем не завидовал.


",1
4268,"Гибpид акулы с золотой pыбкой: исполняет тpи последних желания.

",1
9878,👏👏👏👏,0
8905,С днём рождения! 🥳🥳🥳,0
4186,"Одни используют свое мужское достоинство, а другие его только носят.


",1
5301,СЕРГЕЙ БЕСПАЛОВ 💘💘💘,0
2923,"ФУТБОЛ — это игра, которой интересуются европейцы, не способные понять правила бейсбола.

",1
6588,В добрый путь!,0
1810,"""""До 20 лет с конфискацией имущества"""" - не пункт статьи в Уголовном Кодексе, а краткое содержание договора ипотеки.

",1
3486,"Из школьных сочинений:Бойцы жалели голодных детей и давали им консервные банки.
",1
7419,,0
3141,"Немногие женщины знают, что хотят, но даже они, как правило, не знают
зачем.


",1
9347,"Спасибо, ребята😍",0
1324,"Рвота почетного караула


",1
4312,"Преподавателям на заметку: если из студентов выжимать все соки, то о
покупке спиртного можно забыть.


",1
7494,"[id744244040|Hesitate], и снова 3-е сентября 🥺 На фото я твоё взгляну...  У вас осталось 2 попытки из 16.   🎁 Осталось 75 призов.",0
8702,от всего сердца поддерживаю эту любовь! 💚😂,0
8691,,0
9503,"Ищу девушку, с которой будем вместе снимать квартиру/к которой можно подселиться. Своевременную оплату гарантирую.",0
5541,Нет.,0
6172,Леша амбосадор апельсинов 1 смены 🍊🫂,0
1540,"Липучий голландец..


",1
9409,Молодцы ребята))),0
2681,"К очередной годовщине Госбанком России выпущена юбилейная монета номиналом ""Одна минимальная зарплата"".
",1
9882,,0
6313,"[id360272670|Виктория], абсолютно точно! 😊",0
1191,"Консерватория - это такое место, куда приходишь в семь вечера, садишься в кресло, сидишь три часа, затем смотришь на часы, а там: пол восьмого!
",1
5293,,0
1542,"Не бывает мудрых парней, бывает давно не трахающийся.


",1
7056,Зачетно,0
2539,"Единственное, что могут плодить пни, так это паразитов.


",1
953,"Под лежачего полицейского вода не течет.


",1
7241,,0
6731,АХАХАХАХАХАХАХАХА,0
4846,"""faceless_"" я к сожалению не могу вспомнить что было 8 марта когда демон упал...

",1
6801,,0
8010,"[id216010973|Кирилл], 💪💪💪",0
4330,"Microsoft выпустила новую клавиатуру с дополнительной педалью, которая нажимает сразу три клавиши, и новый корпус, у которого по кнопке Reset можно бить кулаком.
",1
8924,"[id315063358|Артем], вы не попали. В этот раз не повезло 😇  🎁 Осталось 13 спрятанных призов.",0
5334,Ура ура!,0
7330,+,0
9348,,0
4729,"знать истину следует всегда, изрекать - иногда.


",1
6541,"[id422569600|Емалит], дико извиняюсь, а как мы скурим экзамены?",0
5305,,0
5161,,0
7860,,0
2156,"Когда Вовочку спросили, может ли он назвать пять самых
счастливых лет в своей жизни, он ответил:
- Конечно, это когда я учился в первом классе.
",1
1062,"Упорство – активное ожидание: стукаясь головой о стену, ждешь, когда
голова сделается крепче стены.


",1
1167,"Куда с калашом-то да в свиной ряд?!


",1
3636,"Из школьных сочинений:У Наташи Ростовой с Андреем Болконским был роман - ""Война и мир"".
",1
7651,,0
5588,С днём рождения!❤❤❤🎉,0
7192,,0
4491,"Более высокая должность улучшает осанку.


",1
7266,,0
4980,"Русская народная головоломка - молоток.

",1
8335,,0
9952,,0
4946,"Чемпион мира по тяжелой атлетике в категории до 80 кг звучит примерно
как чемпион мира по шахматам в категории до 120 IQ.


",1
2782,"Супруги как ягодицы - и две половинки одного целого, и дерьма между ними
бывает не мало.


",1
717,"Пей до дна, нас тут уже много!


",1
2502,"Позицию по отношению к государству надо занимать такую, чтобы хотя бы
максимально уменьшить ему удовольствие.


",1
4360,"Аббревиатура ДУМА расшифровывается как
Палата Измышления ЗаконоДательных Актов.


",1
4171,"Российский бизнесмен должен уметь вложить деньги в дело так, что его
быстро закрыли.


",1
8082,"DAMN BOI, как же годно….",0
9760,"Отстой, не занимайся этим больше никогда",0
395,"Преимущество некрасивых женщин: не так обидно стареть.


",1
7186,,0
9822,Мальчики как на подбор😍😍😍,0
4492,"Выходя из себя, вытирайте ноги.


",1
1365,"Мало ходить на задних лапах -
Надо еще и вилять хвостом.


",1
9526,,0
8787,https://vk.com/clip266737866_456240176?c=0,0
5917,,0
4968,"Если ночью муж назвал вас чужим именем - откликнитесь, не пожалеете!

",1
2914,"Когда все равны, то обычно нулю.


",1
5644,,0
3766,"Мудрость - это не морщины, а извилины.


",1
3440,"У женщин в жизни три периода: в первом они мотают нервы своему отцу, во втором - мужу, в третьем - зятю.

",1
7357,,0
6806,"[id708314241|Маргарита], милашка 😻💋",0
2143,"Никак не поймешь этих блондинок, то ли она крашеная, то ли родилась дурой.

",1
5104,"[id688447171|Sunny], заговори на английском)",0
5073,"[id285869948|Samson], в твоих мечтах)",0
1571,"Пусть лучше меня подводит реакция, а не эрекция.


",1
4079,"Богу надоело смотреть National geographic и захотелось Reality show, и
Он создал человека.


",1
1122,"Компьютер - это электронное устройство которое не заменит человека до тех пор
пока не научится смеяться над шутками босса и сваливать свои собственные ошибки на соседний компьютер.

",1
2786,"Детство называют счастливым потому, что жена появляется значительно
позже.


",1
2967,"Если девушка не только красивая,но и умная - то спать с ней не только приятно,но и интересно!

",1
2504,"Яблочник - пользователь компьютеров Макинтош.


",1
5988,,0
8867,а я только за поля с подсолнухами!!! и ни слова про деньги!!!😋,0
7164,"[id221462184|Руслан], испытайте удачу снова 😉 Дарим ещё 1 попытку.",0
728,"Если вас дружески похлопывают по плечу и говорят: ""Далеко пойдешь"",
не слишком радуйтесь, а попытайтесь выяснить, куда же именно.


",1
7587,Нужен так как это удобно и плюс кучу бумаги не таскать с собой,0
7543,Обожаю 😂😂😂😂😂,0
412,"Русских людей никогда не поставить на колени: лежали, лежат и лежать
будут.


",1
5745,,0
7668,"[id64084857|Елизавета], 👀",0
825,"У семи нянек один волком смотрит.


",1
3267,"Скорость света - это одна из главных составляющих цены за оплату
электроэнергии в вашем доме.


",1
3974,"Лучше обещать и не выполнять, чем вообще не обещать!


",1
8808,Настя на фото лучшаяя!!!!,0
8306,"[id334301966|Дмитрий], а вдруг это девушка красивая? 😄",0
417,"Проект тысячелетия:
Эстонцы ведут перепись населения Китая.

",1
6748,Скорее всего будет ближе к концу августа,0
8967,,0
2082,"К правде относятся подозрительно, Потому что она голая, да к тому же в общественном месте.

",1
8945,"Лучшие, поздравляю 🤍💙❤️💪",0
3373,"На каждого гонщика есть свой тошнотик


",1
5726,"Лоскутов ЛУЧШИЙ если есть хотя бы минимальные знания по физике проблем вообще нет, Весёлко такой да",0
4107,"Miri: наивные соседи) думают что у меня громкость убавляется ударами по батарее

",1
4380,"Человек умный, три царя в голове.


",1
7723,"По мне так, Наруто был лучше, не понимаю людей, которые смотрят Боруто. Насчёт формата, я смотрю в mp4, но ты можешь и в других.",0
1066,"Он лег в постель и уснул изо всех сил.
",1
3913,"Ассортимент - это несколько разных милиционеров


",1
5536,такие нежные все 💔,0
8002,,0
5387,"[id400553704|Ника], ахааххахаххах",0
5732,"[id243552971|Дарья], далеко так?",0
2738,"В сегодняшние сообщения информационных агентств вкралась опечатка: вместо фразы ""Владимир Путин просил не отливать своего бюста"" следует читать ""Владимир Путин просил не отливать У своего бюста"".

",1
5052,Наши девочки 😍,0
4000,"Дети ближе а муж глубже.


",1
2427,"У России и Африки общая проблема - сушняк


",1
6833,,0
1687,"Для большинства людей точкой опоры является пятая точка.


",1
851,"Вопрос: Почему большинство женщин не может уснуть после оргазма
Ответ: Потому что им нужно еще до дома добираться
",1
6303,"[id597035040|Кристина], пхах, у меня только ссылка на эту даму есть",0
9087,,0
5878,:(,0
8527,8!,0
2839,"(навеяно стишками о партии)

партия безумие, бесчестие и бессовестность нашей эпохи


",1
4611,"Идут два грузина по тёмному переходу в два часа ночи и видят с другого конца из мрака появились две фигуры, один грузин говорит другому:
- Пойдём назад, а то их двое а мы одни!!!

",1
9540,,0
9207,Потому что гладиолус,0
2489,"Пошел по накаканной дорожке


",1
6905,,0
7390,"Привет, пед образование английский 2 курс, можешь написать",0
2849,"Тамбовский волк тебе товарищ(о Билле Гейтсе)


",1
6665,,0
5881,"В Личном кабинете. Вам староста уже должна была выдать логины пароли для входа в личный кабинет. А также в общей беседе магистров/бакалавров, уже скинули расписание",0
4452,"Если случайно не сесть на ежа, то жизнь удивительна и хороша!


",1
7421,"[id360217145|Анна], я говорю вам не про всех журналистов! Я говорю конкретно про эту группу! Прочитайте внимательно, злость в данной ситуации на эту группу. У меня парни в 14 году как и я закончили служить в 76 Псковской девизии. Всех нас сейчас призывают, парни уехали уже! И читать что какая-то блядина шлёт на хуй парня который поддерживает в данный момент уже наших друзей! Вот про что я говорил когда говорил «позор»!  Искренне желаю досрочного отчисления и что бы никогда в жизни на достойную работу эти твари не попали.  А когда всё закончится, очень интересно будет добраться до таких сукиных детей!",0
6484,"[id144830157|Арина], и снова 3-е сентября 🥺 На фото я твоё взгляну...  У вас осталось 5 попыток из 6.   🎁 Осталось 87 призов.  Получите ещё 10 попыток, сделав репост этой записи 📢",0
2479,"Чем больше кэш, тем меньше ешь.


",1
6617,,0
2141,"У ""ЛУКОЙЛа"" денег Кукуры не клюют.


",1
5188,Пишите в личку.  Профессиональная помощь,0
9704,мужиииииик,0
2744,"Пора зарабатывать, решил Гарри Поттер и покрасил свою волшебную палочку, в чёрно-белый цвет.
",1
7253,21,0
3506,"Лично мне Господь еще не доказал свое наличие..


",1
1679,"Пользуясь новогодними праздниками, в российских вытрезвителях была произведена перепись населения.
",1
4249,"- В каждой женщине должна быть загадка, - сказала Маша и съела сборник ребусов.
",1
3147,"korn3r: мать собаку кастрировать седня водила - сказала ""чтоб не вонял""*korn3r ушёл мыться

",1
8130,🙋,0
7004,"Эмикс, Андор, Runebound",0
580,"Язык, как и член, к сожалению, без костей...


",1
4070,"Человек недалекого ума - человек умеющий быстро находить выход
в критической ситуации...


",1
3343,"""A"" дайти мне последнего ландсера""B"" какова такова последнего""B"" у них разве солист не сидит""A""  Lunikoff Verschworung,Die (Landser) Niemals auf Knien""A"" ну видать както пишутся всё таки""A"" может его на выходные отпускают :D

",1
7404,СКФУ топ,0
3672,"Ядерная бомба всегда попадает в эпицентр


",1
559,"мои блохи - мои скакуны


",1
5237,,0
7805,Разве не все пошли в мгсу из-за рекламы в тиктоке с геншином....?,0
512,"Смерть сама по себе не страшна-страшно то,что это уже навсегда.


",1
1081,"""nps-blog""как рождаются мудрости:""nps-blog""сижу как обычно, вдруг активизируется аллергия, отворачиваюсь от монитора, и в итоге:""nps-blog""не плюй против ветра и не чихай в вентилятор.

",1
1664,"Презервативы Мах 3: Вы делаете одно движение - они делают три!
",1
9204,ABOBA вперёд!,0
1931,"А ведь даже у черта есть рога ...


",1
9666,С Днём рождения!☀️💞,0
1150,"Фильм ужасов: сборная России по футболу против сборной России хоккею.

",1
2838,"Стасик (01:41:43 10/04/2006)нежно кусаю тебя за ушкоПони в пумпоне (01:41:48 10/04/2006)угук)Стасик (01:41:49 10/04/2006)нетудыПони в пумпоне (01:41:55 10/04/2006)СЛАВА БОГУ!

",1
5949,Опять не я,0
8308,,0
8932,"видим цель, не видим препятствий",0
9788,,0
5177,,0
830,"Время душу лечит,
А х%й заново ее калечит...


",1
8311,"Репетитор по биологии и анатомии 📚 Меня зовут Евгения Руслановна. Я окончила РНИМУ им.Н.И. Пирогова,в настоящее время так же являюсь врачом общей практики ( врач-терапевт) Стаж работы  репетитором 8 лет📖 Веду подготовку ЕГЭ, ОГЭ, ДВИ, ВПР, ПОВЫШЕНИЕ УСПЕВАЕМОСТИ, МЦКО. Индивидуальный подход. Занятия дистанционно сейчас с большими скидками‼️‼️ Моя группа в вк: https://vk.com/doctorbio  Для записи на занятия:  Телефон: ☎ 89772609358 Евгения #репетитор  #репетиторбиология #егэ #огэ",0
4752,"Ароматерапия помогает не только ориентироваться в запахах,но и
определять тех,кто их пустил.


",1
9850,👏👏👏,0
635,"Беда, как известно, не приходит одна, но не все пришедшие одновременно
беды являются бОльшей бедой - например пожар и потоп


",1
4465,"Качество на высшем уровне, количество - в подвале.


",1
6799,🤝🏻,0
7987,[id135732494|@sladkaya_bulochkaxd],0
7079,,0
6966,"[id436919616|Ксения], потому что это не легенты, а явь, что была той весной и летом!",0
4142,"Я вас ебал, любовь еще быть может...


",1
7027,привет!!,0
9183,"[id160381570|Дмитрий], вы не попали. В этот раз не повезло 😇  🎁 Осталось 26 спрятанных призов.  Получите ещё 3 попытки, сделав репост этой записи 📢",0
876,"Shit и меч.


",1
4869,"Деньги не любят тех, кто их зарабатывает, поэтому просто так им
не даются.


",1
5315,Ксюша💙🔥💙🔥💙,0
5222,Прекрасная 😍,0
4,"Дама наклонного возраста...


",1
3051,"С бодуна хуже всего колобку- у него все болит.
",1
5691,Напиши лс,0
3124,"Заpукоблудился в тpех соснах.


",1
2491,"У нас всегда так - как попало, так и положено.


",1
3854,"Герасим вырос немой и могучий, как дерево растет на плодородной
почве...


",1
4777,"Розовый обломинго.


",1
7509,,0
6457,Как же я вас люблю,0
6293,,0
1148,"Величина кнута по модулю не всегда равна величине пряника.

",1
574,"Если чрезмерная увлеченность вашего ребенка компьютерными играми вызывает у вас беспокойство, постарайтесь приобщить его к более серьезным и здоровым занятиям: картам, вину, девочкам.
",1
3769,"Объявление:Меняю комнатную собаку на трехкомнатную.
",1
4146,"(с) Ничто не достается нам так дешево и не стоит, в конечном итоге, так
дорого - как возможность высказать то, что думаешь.


",1
853,"- За прошедшие 10 лет из России за границу на заработки выехало 5670 физиков, 1349 химиков, 986 медиков и не одного гаишника...
",1
5919,ЗА МАШКУ И СКВОРЕЧНИК 🥵♥️🔥🔥🔥🔥,0
9358,"3 (редко), 4 (чаще всего), МСГ",0
6614,[id162751301|Артём],0
6002,,0
9163,"[id95729711|Александр], вы хотите поступить?",0
4495,"Не берите на работу старых дев, они никогда не доводят дело до конца.


",1
8173,"[id18433855|Татьяна], к вашему сожалению, это не наш формат написания постов. Нам очень жаль, что доставили Вам неудобства данным постом. Мы учтём Ваше мнение и впредь мы будем стараться, чтобы такого больше не повторялось.",0
6655,ФМиИТ - красавчики!😄,0
2368,"Одна девушка может быть хорошенькой, но дюжина - это всего лишь хор.


",1
4780,"Не тот лох, кто у светофора заглох, а тот дятел, кто назад попятил.


",1
7992,"У Карпова. Ты первый начинай ,а мы попозже пойдём",0
2950,"У всех мобильников один недостаток - жена.


",1
5625,"Молодец, поздравляем!",0
6971,,0
8716,дима давай,0
1841,"Еж - птица гордая, пока не пнешь, не полетит.

",1
5986,"[id574860074|Ника], нет, это не пока, а уже :)",0
537,"Социалистические страны раскололись на два лагеря: китаизм и
никитизм.

",1
2806,"Окованный железом сапог советского солдата
принесет мир и спокойствие во все страны на Земле


",1
5801,,0
5596,Биофак🤗,0
7206,,0
7343,Люба самая лучшая🥹❤️❤️❤️❤️,0
7560,"[id180336406|Анатолий], 誰在喵喵叫？",0
8096,,0
784,"Тезис ""в жизни надо попробовать все"" особенно близок, когда речь идет
об удовольствиях.


",1
1409,"сезон Вождей


",1
154,"Жизнь бьет серпом.


",1
7806,,0
3009,"Огненный цветок помогал Маугли защищаться от животных, а огненная вода помогала разговаривать с ними.
",1
1686,"Скоро ВИАГРА заканчивается, а поздравить еще надо многих!


",1
4014,"Самый раскрученный бренд мира фирма ""Noname"", обладающая множеством
филиалов по миру.


",1
7455,"очень теплые слова, вот ради чего стоит жить",0
3863,"Кого пламя революции согревает, а кого обжигает.


",1
2733,"Хорошо что ты есть у меня,
Толкь жалко что я есть у тебя.


",1
1895,"Старый холостяк - засиделся в девках


",1
5442,🔥,0
569,"кандидат в депутаты приходит домой
-Сколько голосов ты набрал,-спрашивает жена
- три
- признавайся, у тебя есть любовница?

",1
6709,Есть ВкусВилл на углу большой академической и михалковской. А через дорогу есть кофейня и сабвей (в котором вредное только хлеб и соусы),0
5854,Спорт,0
1816,"Ангелы это люди вчера, а люди - это черти сегодня.


",1
8319,,0
3394,"Если бы у мужчин в головке был череп, многие бы женщины пожелали бы
сделать его трипанацию


",1
3327,"Когда глаза страшатся, делают не руки, а ноги.


",1
9982,,0
6102,Студенчество - это четыре пары в пятницу,0
2975,"Мой достаток - это мой единственный недостаток!


",1
980,"""freeze"" не, вообще девушки любят добрых, веселых, отзывчивых, с юмором и способных в любой момент прийти на помощь
""freeze"" по себе знаю =)
""freeze"" это я от противного иду =(

",1
190,"Жила-была Красная шапочка правда шапочка у неё была серая из волка просто носила она её мясом наружу.

",1
9331,,0
5088,"[id532448524|Владислав], кто такие мама и папа они всё-таки знают? Уфф...",0
699,"Таможенно-грузовая дефлорация


",1
9759,❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,0
606,"Есть акулы пера, а есть акулы триппера.


",1
301,"Кралифицированные кадры


",1
3420,"Видя такое количества дерьма, которое обнажила весна, как-то язык не
поворачивается называть Россию полуголодной.


",1
9804,"[id557170372|Арчибальд], им составляет расписание кто-то один, а не они берут",0
1060,"В крепком организме - крепкий оргазм.


",1
3444,"Целка-головкаломка.


",1
1069,"Подключите наш новый тарифный план """"Дятел"""" и Вашему начальнику каждые пять минут будут звонить опытные телефонные хулиганы!

",1
2205,"Пиво - друг человека!


",1
9435,,0
7339,,0
8208,S15,0
7679,Что ты чувствуешь перед тем как открыть дверь,0
4642,"Министерство IMHO странных Дел


",1
7683,"[id134687031|Карина], вы не попали ✖ ✅ У вас осталось 2 попытки из 11.   🎁 Осталось 20 спрятанных призов.",0
9007,Даёшь первым героем Александру Киселёву!,0
7996,,0
5600,"[id527712306|Мария], и снова 3-е сентября 🥺 На фото я твоё взгляну...  У вас осталась 1 попытка из 3.   🎁 Осталось 79 призов.  Получите ещё 10 попыток, сделав репост этой записи 📢",0
9151,"[id207923451|Артем], красавчик",0
7022,https://www.avito.ru/user/4d84f193000f5603d8b024f275120dc2/profile?src=sharing,0
4893,"Чтобы ни делал, - счастлив не будешь.


",1
225,"Не абсурд ли, что конституционным правом провозглашается то, что
является первой жизненной необходимостью?


",1
3354,"девушка как воробей постоянно прыгает с палки на палку


",1
5895,,0
8754,,0
3436,"Соблюдайте гигиену - чем тщательнее умываешь руки, тем меньше
вероятность,что тебе намылят шею.


",1
1693,"Windows - с ним ваш компьютер полетит!


",1
6893,"[club185226402|Внеучебка БФУ им. И. Канта], 😱😱😱 спасибо😭 я знала, что Внеучебка БФУ лучшая❤️❤️❤️",0
1045,"- Новая народная примета: если ваша собака не желает лежать рядом с вами, значит это не ваша собака!

",1
3446,"Муж звонит жене: - Дорогая, сегодня короткий рабочий день, поэтому я задержусь...
",1
8050,С праздником!,0
9146,"[id19246989|Василий], скорее всего это почта доехала. Поверьте, ДВФУ прекрасный ВУЗ, достаточно четко работающий. Следим за дружественным ребенком в одном московском ВУЗе, который продлил работу ПК 3 августа до 21:00 и нахватал ""беглецов"" -абитуриентов и ртом и *опой - вчера несколько раз менялся список, один абитуриент с 206 баллами туда-сюда через черту мотылялся, и до сих пор никакой определенноси.  Почту типа обрабатывают, ждите.  Устроили русскую рулетку из поступления.",0
9981,,0
4735,"Профессия: секретарь-машинист башенного крана.


",1
4496,"вОЧКОВТИРАТЕЛЬ


",1
1218,"1572 Недалекий человек бил своего осла и приговаривал:
-- О проклятое животное, если ты не хочешь, чтобы на тебе
ездили, то зачем ты родился ослом!

",1
6015,[id240542736|@ibakhtinov],0
9719,,0
3987,"Пессимисты счастливее - они реже обламываются...


",1
4911,"девушка-самобранка   (c)


",1
9492,"[id275755500|Николай], ясно фрик.",0
4493,"Бедность - не порок, но это единственное, что можно сказать в ее пользу.


",1
6944,А на ветеринарию  🐄🐂🐮нужны?,0
5699,,0
8352,"Маш, настроение",0
956,"Русский человек сначала врежет по стакану, потом по второму, третьему,
ну а затем уж по тому, кто под руку попадется.


",1
2869,"Придумал новый падонкавский термин:
Вахтунг - ахтунг кавказской национальности.


",1
4433,"Странность - не радость.


",1
4973,"Сник хер-с


",1
2961,"Я люблю ебаться, а ты - любовью заниматься...


",1
2200,"Государство - это 2% обманщиков, 98% обманутых и Я.


",1
98,"Жизнь дорожает, а человек дешевеет.


",1
9849,,0
2557,"Жизненное наблюдение:Если на границе города стоит пост ГАИ, то гаишник, проверяющий въезжающие машины, толще гаишника проверяющего выезжающие.
",1
8445,Поздравляю!),0
4199,"Группа быстрого эрегирования.


",1
9637,Могут и до 100  А могут и до 200  А могут и до 300,0
5539,Ma võin aidata! 🇪🇪👍🏻,0
1648,"За неимением интернета бомж завел себе ЖЖ на стене общественного туалета.
",1
6197,"[id564230255|Егор], я кстати прочитал",0
6295,,0
4499,"Стремился к звездам, дошел до ручки и стало все до лампочки...

",1
1154,"[lestat]Стоял на остановке а рядом два студента[lestat]Один чего-то там съедобное из пакета тягает и хавоет[lestat]второй молчал, молчал а потом[lestat]как рявкнет: хорош пельмени жрать - варить нечего будет

",1
2255,"Хомячки - это те же тигры, только маленькие и добрые.


",1
3170,"Белая горячка, в смысле - темпераментная блондинка.

",1
7400,Будет ли возможность пройти собеседование?,0
7158,100% правда Как???🤯,0
3108,"Вот такой предварительный диагноз поставил сельский фельдшер, направляя больного
в районную больницу: ""Сепсис правой полужопицы"".
",1
4548,"Бывает пьянка без закуски , без водки пьянке не бывать


",1
5423,Не хорошо это,0
2049,"Главное не размер, главное участие...


",1
9208,,0
8815,,0
9797,,0
262,"В ином христианстве лицемерия больше, чем христианства...


",1
4061,"Из школьных сочинений:Когда к поэту являлась муза, он прекращал бездельничать и хватался за перо.
",1
5534,,0
6616,"[id297299186|Виктория], да,жизнь студентов мгту га дорогая",0
8120,Был опыт! 😏,0
8155,"Это прекрасный путь к самореализации! Студенты МИДиС, вперед)))",0
1802,"В России пьяный лирик – больше чем трезвый поэт, но меньше, чем
опохмелившийся прозаик.


",1
4736,"Правовое поле политического беспредела


",1
2385,"Лес утешался той мыслью, что из него сделают гроб для дровосека.
",1
6694,,0
5759,,0
1959,"Путин и Ющенко ебут Юлию Тимошенко,один спереди другой сзади:
-Владимир Владимирович,может мы поменяемся
(говорит Ющенко)
Путин: -Пожаласта меняйтесь, я не против!

",1
2976,"Не ломайте комедий на любовной сцене театра жизни.


",1
8680,"[id252001970|Данил], в этот раз промах. Приза тут нет.     Осталось 110 призов  🎁   Получите ещё 2 попытки, сделав репост этой записи 📢",0
1843,"За прошедшую неделю проститутки города Москвы выезжали по вызовам 458 раз, из них 402 раза в жилые помещенья,50 раз на предприятия и организации, 6 раз по ложным вызовам.
",1
1734,"Мужчины - это те же мальчики, только яйца большие.


",1
2911,"Утро с вечера мудреней


",1
8338,,0
1986,"Историческая несуразность: странно, что при раскопках обнаружили яйца динозавров, а вот яйца мамонтов до сих пор не найдены, хотя вымерли они значительно позже.

",1
9561,,0
6546,,0
7098,,0
2811,"Мыслить оригинально может лишь тот, кто способен мыслить здраво.


",1
